method,m,pi0,effect_size,alpha,rep,FDR,Power
BH,16,0.75,0.5,0.05,155,0.0,0.25
Bonferroni,16,0.75,0.5,0.05,155,0.0,0.25
Uncorrected,16,0.75,0.5,0.05,155,0.0,0.5
BH,16,0.75,0.5,0.05,156,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,156,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,156,1.0,0.0
BH,16,0.75,0.5,0.05,157,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,157,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,157,0.6666666666666666,0.25
BH,16,0.75,0.5,0.05,158,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,158,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,158,0.0,0.25
BH,16,0.75,0.5,0.05,159,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,159,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,159,0.0,0.25
BH,16,0.75,0.5,0.05,160,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,160,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,160,0.0,0.25
BH,16,0.75,0.5,0.05,161,0.0,0.25
Bonferroni,16,0.75,0.5,0.05,161,0.0,0.25
Uncorrected,16,0.75,0.5,0.05,161,0.3333333333333333,0.5
BH,16,0.75,0.5,0.05,162,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,162,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,162,0.0,0.0
BH,16,0.75,0.5,0.05,163,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,163,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,163,0.0,0.0
BH,16,0.75,0.5,0.05,164,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,164,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,164,1.0,0.0
BH,16,0.75,0.5,0.05,165,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,165,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,165,1.0,0.0
BH,16,0.75,0.5,0.05,166,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,166,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,166,0.0,0.0
BH,16,0.75,0.5,0.05,167,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,167,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,167,0.0,0.0
BH,16,0.75,0.5,0.05,168,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,168,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,168,0.0,0.0
BH,16,0.75,0.5,0.05,169,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,169,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,169,0.5,0.25
BH,16,0.75,0.5,0.05,170,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,170,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,170,0.0,0.0
BH,16,0.75,0.5,0.05,171,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,171,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,171,0.0,0.5
BH,16,0.75,0.5,0.05,172,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,172,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,172,0.0,0.0
BH,16,0.75,0.5,0.05,173,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,173,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,173,0.0,0.0
BH,16,0.75,0.5,0.05,174,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,174,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,174,0.5,0.25
BH,16,0.75,0.5,0.05,175,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,175,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,175,1.0,0.0
BH,16,0.75,0.5,0.05,176,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,176,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,176,0.0,0.25
BH,16,0.75,0.5,0.05,177,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,177,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,177,0.0,0.0
BH,16,0.75,0.5,0.05,178,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,178,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,178,0.0,0.0
BH,16,0.75,0.5,0.05,179,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,179,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,179,0.0,0.0
BH,16,0.75,0.5,0.05,180,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,180,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,180,1.0,0.0
BH,16,0.75,0.5,0.05,181,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,181,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,181,0.0,0.25
BH,16,0.75,0.5,0.05,182,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,182,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,182,1.0,0.0
BH,16,0.75,0.5,0.05,183,0.0,0.25
Bonferroni,16,0.75,0.5,0.05,183,0.0,0.25
Uncorrected,16,0.75,0.5,0.05,183,0.0,0.25
BH,16,0.75,0.5,0.05,184,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,184,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,184,1.0,0.0
BH,16,0.75,0.5,0.05,185,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,185,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,185,1.0,0.0
BH,16,0.75,0.5,0.05,186,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,186,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,186,1.0,0.0
BH,16,0.75,0.5,0.05,187,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,187,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,187,0.0,0.0
BH,16,0.75,0.5,0.05,188,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,188,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,188,1.0,0.0
BH,16,0.75,0.5,0.05,189,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,189,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,189,0.0,0.0
BH,16,0.75,0.5,0.05,190,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,190,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,190,0.0,0.25
BH,16,0.75,0.5,0.05,191,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,191,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,191,0.0,0.0
BH,16,0.75,0.5,0.05,192,1.0,0.0
Bonferroni,16,0.75,0.5,0.05,192,1.0,0.0
Uncorrected,16,0.75,0.5,0.05,192,1.0,0.0
BH,16,0.75,0.5,0.05,193,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,193,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,193,0.0,0.0
BH,16,0.75,0.5,0.05,194,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,194,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,194,0.0,0.0
BH,16,0.75,0.5,0.05,195,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,195,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,195,1.0,0.0
BH,16,0.75,0.5,0.05,196,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,196,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,196,0.0,0.0
BH,16,0.75,0.5,0.05,197,1.0,0.0
Bonferroni,16,0.75,0.5,0.05,197,1.0,0.0
Uncorrected,16,0.75,0.5,0.05,197,1.0,0.0
BH,16,0.75,0.5,0.05,198,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,198,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,198,0.0,0.25
BH,16,0.75,0.5,0.05,199,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,199,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,199,0.0,0.0
BH,16,0.75,0.5,0.05,200,0.0,0.25
Bonferroni,16,0.75,0.5,0.05,200,0.0,0.25
Uncorrected,16,0.75,0.5,0.05,200,0.0,0.25
BH,16,0.75,0.5,0.05,201,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,201,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,201,1.0,0.0
BH,16,0.75,0.5,0.05,202,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,202,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,202,1.0,0.0
BH,16,0.75,0.5,0.05,203,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,203,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,203,1.0,0.0
BH,16,0.75,0.5,0.05,204,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,204,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,204,0.3333333333333333,0.5
BH,16,0.75,0.5,0.05,205,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,205,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,205,1.0,0.0
BH,16,0.75,0.5,0.05,206,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,206,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,206,0.5,0.25
BH,16,0.75,0.5,0.05,207,1.0,0.0
Bonferroni,16,0.75,0.5,0.05,207,1.0,0.0
Uncorrected,16,0.75,0.5,0.05,207,1.0,0.0
BH,16,0.75,0.5,0.05,208,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,208,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,208,0.0,0.0
BH,16,0.75,0.5,0.05,209,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,209,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,209,1.0,0.0
BH,16,0.75,0.5,0.05,210,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,210,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,210,0.0,0.0
BH,16,0.75,0.5,0.05,211,1.0,0.0
Bonferroni,16,0.75,0.5,0.05,211,1.0,0.0
Uncorrected,16,0.75,0.5,0.05,211,1.0,0.0
BH,16,0.75,0.5,0.05,212,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,212,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,212,1.0,0.0
BH,16,0.75,0.5,0.05,213,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,213,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,213,0.0,0.5
BH,16,0.75,0.5,0.05,214,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,214,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,214,1.0,0.0
BH,16,0.75,0.5,0.05,215,1.0,0.0
Bonferroni,16,0.75,0.5,0.05,215,1.0,0.0
Uncorrected,16,0.75,0.5,0.05,215,1.0,0.0
BH,16,0.75,0.5,0.05,216,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,216,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,216,1.0,0.0
BH,16,0.75,0.5,0.05,217,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,217,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,217,0.0,0.0
BH,16,0.75,0.5,0.05,218,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,218,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,218,1.0,0.0
BH,16,0.75,0.5,0.05,219,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,219,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,219,0.0,0.0
BH,16,0.75,0.5,0.05,220,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,220,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,220,0.0,0.0
BH,16,0.75,0.5,0.05,221,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,221,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,221,1.0,0.0
BH,16,0.75,0.5,0.05,222,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,222,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,222,1.0,0.0
BH,16,0.75,0.5,0.05,223,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,223,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,223,0.0,0.0
BH,16,0.75,0.5,0.05,224,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,224,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,224,0.5,0.25
BH,16,0.75,0.5,0.05,225,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,225,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,225,0.0,0.25
BH,16,0.75,0.5,0.05,226,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,226,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,226,1.0,0.0
BH,16,0.75,0.5,0.05,227,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,227,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,227,0.0,0.0
BH,16,0.75,0.5,0.05,228,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,228,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,228,1.0,0.0
BH,16,0.75,0.5,0.05,229,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,229,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,229,0.0,0.0
BH,16,0.75,0.5,0.05,230,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,230,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,230,0.0,0.25
BH,16,0.75,0.5,0.05,231,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,231,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,231,0.0,0.25
BH,16,0.75,0.5,0.05,232,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,232,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,232,0.0,0.0
BH,16,0.75,0.5,0.05,233,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,233,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,233,0.0,0.0
BH,16,0.75,0.5,0.05,234,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,234,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,234,0.0,0.0
BH,16,0.75,0.5,0.05,235,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,235,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,235,1.0,0.0
BH,16,0.75,0.5,0.05,236,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,236,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,236,0.0,0.0
BH,16,0.75,0.5,0.05,237,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,237,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,237,0.5,0.25
BH,16,0.75,0.5,0.05,238,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,238,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,238,0.0,0.0
BH,16,0.75,0.5,0.05,239,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,239,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,239,1.0,0.0
BH,16,0.75,0.5,0.05,240,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,240,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,240,1.0,0.0
BH,16,0.75,0.5,0.05,241,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,241,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,241,1.0,0.0
BH,16,0.75,0.5,0.05,242,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,242,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,242,1.0,0.0
BH,16,0.75,0.5,0.05,243,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,243,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,243,1.0,0.0
BH,16,0.75,0.5,0.05,244,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,244,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,244,0.5,0.25
BH,16,0.75,0.5,0.05,245,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,245,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,245,1.0,0.0
BH,16,0.75,0.5,0.05,246,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,246,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,246,0.0,0.5
BH,16,0.75,0.5,0.05,247,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,247,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,247,1.0,0.0
BH,16,0.75,0.5,0.05,248,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,248,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,248,1.0,0.0
BH,16,0.75,0.5,0.05,249,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,249,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,249,0.0,0.0
BH,16,0.75,0.5,0.05,250,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,250,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,250,1.0,0.0
BH,16,0.75,0.5,0.05,251,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,251,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,251,0.0,0.0
BH,16,0.75,0.5,0.05,252,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,252,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,252,0.0,0.0
BH,16,0.75,0.5,0.05,253,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,253,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,253,1.0,0.0
BH,16,0.75,0.5,0.05,254,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,254,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,254,1.0,0.0
BH,16,0.75,0.5,0.05,255,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,255,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,255,0.0,0.0
BH,16,0.75,0.5,0.05,256,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,256,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,256,0.0,0.0
BH,16,0.75,0.5,0.05,257,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,257,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,257,1.0,0.0
BH,16,0.75,0.5,0.05,258,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,258,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,258,0.0,0.25
BH,16,0.75,0.5,0.05,259,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,259,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,259,1.0,0.0
BH,16,0.75,0.5,0.05,260,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,260,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,260,1.0,0.0
BH,16,0.75,0.5,0.05,261,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,261,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,261,1.0,0.0
BH,16,0.75,0.5,0.05,262,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,262,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,262,0.0,0.0
BH,16,0.75,0.5,0.05,263,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,263,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,263,1.0,0.0
BH,16,0.75,0.5,0.05,264,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,264,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,264,0.5,0.5
BH,16,0.75,0.5,0.05,265,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,265,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,265,1.0,0.0
BH,16,0.75,0.5,0.05,266,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,266,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,266,0.75,0.25
BH,16,0.75,0.5,0.05,267,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,267,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,267,0.0,0.0
BH,16,0.75,0.5,0.05,268,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,268,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,268,0.0,0.0
BH,16,0.75,0.5,0.05,269,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,269,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,269,1.0,0.0
BH,16,0.75,0.5,0.05,270,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,270,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,270,0.0,0.0
BH,16,0.75,0.5,0.05,271,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,271,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,271,1.0,0.0
BH,16,0.75,0.5,0.05,272,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,272,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,272,0.0,0.0
BH,16,0.75,0.5,0.05,273,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,273,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,273,0.0,0.25
BH,16,0.75,0.5,0.05,274,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,274,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,274,0.0,0.0
BH,16,0.75,0.5,0.05,275,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,275,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,275,0.0,0.0
BH,16,0.75,0.5,0.05,276,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,276,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,276,1.0,0.0
BH,16,0.75,0.5,0.05,277,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,277,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,277,1.0,0.0
BH,16,0.75,0.5,0.05,278,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,278,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,278,1.0,0.0
BH,16,0.75,0.5,0.05,279,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,279,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,279,0.0,0.0
BH,16,0.75,0.5,0.05,280,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,280,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,280,0.0,0.0
BH,16,0.75,0.5,0.05,281,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,281,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,281,0.0,0.25
BH,16,0.75,0.5,0.05,282,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,282,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,282,0.0,0.0
BH,16,0.75,0.5,0.05,283,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,283,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,283,1.0,0.0
BH,16,0.75,0.5,0.05,284,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,284,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,284,0.0,0.0
BH,16,0.75,0.5,0.05,285,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,285,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,285,1.0,0.0
BH,16,0.75,0.5,0.05,286,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,286,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,286,0.0,0.0
BH,16,0.75,0.5,0.05,287,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,287,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,287,1.0,0.0
BH,16,0.75,0.5,0.05,288,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,288,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,288,0.0,0.0
BH,16,0.75,0.5,0.05,289,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,289,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,289,0.0,0.0
BH,16,0.75,0.5,0.05,290,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,290,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,290,0.0,0.25
BH,16,0.75,0.5,0.05,291,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,291,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,291,0.0,0.25
BH,16,0.75,0.5,0.05,292,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,292,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,292,0.0,0.5
BH,16,0.75,0.5,0.05,293,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,293,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,293,0.0,0.0
BH,16,0.75,0.5,0.05,294,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,294,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,294,0.0,0.25
BH,16,0.75,0.5,0.05,295,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,295,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,295,0.0,0.0
BH,16,0.75,0.5,0.05,296,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,296,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,296,0.5,0.25
BH,16,0.75,0.5,0.05,297,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,297,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,297,0.0,0.0
BH,16,0.75,0.5,0.05,298,1.0,0.0
Bonferroni,16,0.75,0.5,0.05,298,1.0,0.0
Uncorrected,16,0.75,0.5,0.05,298,1.0,0.0
BH,16,0.75,0.5,0.05,299,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,299,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,299,0.5,0.25
BH,16,0.75,0.5,0.05,300,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,300,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,300,1.0,0.0
BH,16,0.75,0.5,0.05,301,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,301,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,301,0.0,0.0
BH,16,0.75,0.5,0.05,302,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,302,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,302,0.5,0.25
BH,16,0.75,0.5,0.05,303,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,303,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,303,1.0,0.0
BH,16,0.75,0.5,0.05,304,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,304,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,304,0.0,0.25
BH,16,0.75,0.5,0.05,305,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,305,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,305,0.0,0.0
BH,16,0.75,0.5,0.05,306,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,306,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,306,0.0,0.25
BH,16,0.75,0.5,0.05,307,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,307,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,307,0.0,0.0
BH,16,0.75,0.5,0.05,308,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,308,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,308,1.0,0.0
BH,16,0.75,0.5,0.05,309,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,309,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,309,1.0,0.0
BH,16,0.75,0.5,0.05,310,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,310,0.0,0.0
Uncorrected,16,0.75,0.5,0.05,310,0.0,0.25
BH,16,0.75,0.5,0.05,311,0.0,0.0
Bonferroni,16,0.75,0.5,0.05,311,0.0,0.0
